MODULE 0 — MƯỜI QUY TẮC CỦA XƯỞNG SÁNG TẠO,,,,
"Mười quy tắc, mỗi quy tắc một video ngắn 45 giây tới 1 phút. Học trước khi vào Module 1. Phần này chỉ để trẻ hiểu và xem qua, chưa cần thực hành, nên chưa có điểm chặn và Xưởng thực hành. Xem xong cả mười thì in bộ Quy tắc, trẻ ký tên, phụ huynh ký làm chứng, dán bàn học.",,,,
PHẦN 1 — TỔNG THỂ,,,,
Bài,Tên bài,Voice Gen,Mục tiêu của bài,Kỹ năng trẻ học được
4. GIẢI THÍCH," Người nói sai thì hay ngập ngừng. Còn tớ thì... sai cũng nói to như đúng — đấy mới là chỗ nguy hiểm. Nên nghe tớ xong, cậu nhớ kiểm lại. Chắc chắn đúng rồi mới kể cho người khác nhé."," [thoughtful] Người nói sai thì hay ngập ngừng. [serious] Còn tớ thì... sai cũng nói to như đúng — đấy mới là chỗ nguy hiểm. [encouraging] Nên nghe tớ xong, cậu nhớ kiểm lại. [emphasized] Chắc chắn đúng rồi mới kể cho người khác nhé.","AKI nói một câu sai, mặt vẫn tỉnh bơ. Bên cạnh hiện ba việc: mở sách · hỏi người lớn · rồi mới kể lại.",
5. CHỐT," Hãy nhớ thật kỹ quy tắc 7, và giữ thăng bằng nhé, mình cùng nhau băng qua Quy tắc 8 thôi nào!"," [emphasized] Hãy nhớ thật kỹ quy tắc 7, và giữ thăng bằng nhé, [encouraging] mình cùng nhau băng qua Quy tắc 8 thôi nào!","Poster Quy tắc 7, rồi bumper kết.",
,,,,
,,,,
"QT8 — Nếu AKI làm chưa tốt, cậu hãy thử sửa mô tả, đừng chỉ bấm nhé!",,,,
1. TÌNH HUỐNG,"(không lời — tiếng bấm chuột và tiếng mèo rơi BỊCH BỊCH)
TIẾNG AKI (chưa thấy hình): THÔI THÔI THÔI! Tay cậu mỏi chưa?
 Các cậu ơi, hãy giúp tớ vụ này!","[surprised] THÔI THÔI THÔI! [playful] Tay cậu mỏi chưa?
 [worried] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Cận ngón tay Mimi bấm chuột. Mỗi lần bấm — BỊCH — một con mèo rơi từ trần nhà xuống khung hình. Bấm, bấm, bấm.
C2 — Máy lùi ra: mèo phủ kín phòng, kêu inh ỏi, một con trèo lên đầu Mimi. Mimi bị chôn trong mèo.
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, Mimi bấm bảy lần rồi mà tớ vẫn ra sai con mèo. Đố các cậu: bấm tiếp lần thứ tám thì có ra đúng không? Bấm chọn đi nào!"," [cheerful] Chuyện là, Mimi bấm bảy lần rồi mà tớ vẫn ra sai con mèo. [curious] Đố các cậu: bấm tiếp lần thứ tám thì có ra đúng không? [encouraging] Bấm chọn đi nào!","Trong khung: nút TẠO LẠI và ô lời tả con mèo dễ thương nằm cạnh nhau. Hai nút:
A. Có chứ!   B. Không đâu
Đồng hồ đếm ngược 3 giây.",
3. QUY TẮC," Đáp án là B — không đâu! Mimi xoá câu cũ, viết lại: con mèo lông cam, tai trái bị rách, đang ngủ cuộn tròn trên chồng sách. Bấm MỘT lần — đúng luôn!
(poster) Nếu tớ làm chưa tốt, cậu hãy thử sửa mô tả, đừng chỉ bấm nhé! Ba bước: gọi tên chỗ sai — tìm chỗ thiếu trong câu tả — viết thêm rồi mới tạo."," [excited] Đáp án là B — không đâu! [deliberate] Mimi xoá câu cũ, viết lại: con mèo lông cam, tai trái bị rách, đang ngủ cuộn tròn trên chồng sách. [proud] Bấm MỘT lần — đúng luôn!
[emphasized] Nếu tớ làm chưa tốt, cậu hãy thử sửa mô tả, đừng chỉ bấm nhé! [deliberate] Ba bước: gọi tên chỗ sai — tìm chỗ thiếu trong câu tả — viết thêm rồi mới tạo.","Câu tả cũ và câu tả mới nằm cạnh nhau, câu mới sáng lên. Poster Quy tắc 8, ba bước hiện thành ba dòng đánh số.",
4. GIẢI THÍCH, Bấm lại nghĩa là hỏi tớ y hệt cái câu cũ. Câu hỏi không đổi thì câu trả lời cũng thế thôi. 'Dễ thương' thì có cả triệu kiểu dễ thương. Còn 'tai trái bị rách' thì chỉ có đúng một., [calm] Bấm lại nghĩa là hỏi tớ y hệt cái câu cũ. [thoughtful] Câu hỏi không đổi thì câu trả lời cũng thế thôi. [playful] 'Dễ thương' thì có cả triệu kiểu dễ thương. [emphasized] Còn 'tai trái bị rách' thì chỉ có đúng một.,"C3 — Một triệu con mèo dễ thương trôi qua rồi biến mất hết, chỉ còn lại một con mèo lông cam tai trái rách đang ngủ cuộn tròn trên chồng sách.",
5. CHỐT," Hãy nhớ thật kỹ quy tắc 8, và giữ thăng bằng nhé, mình cùng nhau băng qua Quy tắc 9 thôi nào!"," [emphasized] Hãy nhớ thật kỹ quy tắc 8, và giữ thăng bằng nhé, [excited] mình cùng nhau băng qua Quy tắc 9 thôi nào!","Poster Quy tắc 8, rồi bumper kết.",
,,,,
,,,,
QT9 — Hãy luôn kiểm tra và đọc kỹ lại những gì AKI viết ra!,,,,
1. TÌNH HUỐNG,"(không lời — im một giây rồi cả sân cười vỡ)
TIẾNG AKI (chưa thấy hình): TRỜI ƠIIII! Chữ ấy là tớ viết đấy...
 Các cậu ơi, hãy giúp tớ vụ này!","[gasps] TRỜI ƠIIII! [disappointed] Chữ  NEM ấy là tớ viết đấy...
 [worried] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Sân trường, học sinh xếp hàng. Băng rôn đỏ to kéo lên giữa sân — BĂNG RÔN ĐỂ TRẮNG. Cả trường ngước nhìn.
C2 — BỊCH! Một cây Nem rán khổng lồ rơi xuống sân, nảy một cái, phô mai kéo sợi dài ra. Im đúng một giây. Rồi cả trường cười vỡ. Sonet chui xuống gầm bàn.
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, tớ viết câu ấy, Sonet đem đi in luôn, chẳng ai đọc lại cả. Đố các cậu: ai mới là người phải đọc lại những gì tớ viết ra? Bấm chọn đi nào!"," [cheerful] Chuyện là, tớ đã viết rất nhanh câu CHÚC MỪNG NGÀY NHÀ GIÁO VIỆT NEM, [worried] Sonet đem đi in luôn, chẳng ai đọc lại cả. [curious] Đố các cậu: ai mới là người phải đọc lại những gì tớ viết ra? [encouraging] Bấm chọn đi nào!","Trong khung: tấm băng rôn sai chữ, chữ NEM phóng to nhấp nháy. Hai nút:
A. AKI   B. Các cậu
Đồng hồ đếm ngược 3 giây.",
3. QUY TẮC," Đáp án là B — các cậu! Sonet đọc TO lại từng chữ: chúc... mừng... ngày... nhà... giáo... Việt... NEM. Ơ!!! Sửa ngay, in lại, treo lên — đẹp không chê vào đâu được.
(poster) Hãy luôn kiểm tra và đọc kỹ lại những gì tớ viết ra! Đọc TO một lượt, trước khi in hoặc gửi đi."," [excited] Đáp án là B — các cậu! [slowly] Sonet đọc TO lại từng chữ: chúc... mừng... ngày... nhà... giáo... Việt... NEM. [surprised] Ơ!!! [proud] Sửa ngay CHÚC MỪNG NGÀY NHÀ GIÁO VIỆT NAM, in lại, treo lên — đẹp không chê vào đâu được.
(poster) [emphasized] Hãy luôn kiểm tra và đọc kỹ lại những gì tớ viết ra! [deliberate] Đọc TO một lượt, trước khi in hoặc gửi đi.","C3 — Sonet cầm bản in, ngón tay chỉ vào từng chữ, đọc thành tiếng, khựng lại ở chữ cuối. Băng rôn kéo lên lần hai. Cô giáo vỗ tay. Poster Quy tắc 9, chữ ĐỌC TO phóng lớn.",
4. GIẢI THÍCH," Tớ viết nhanh, nên tớ cũng gõ nhầm. Mà tớ thì đâu biết tên trường cậu, tên cô cậu viết thế nào. Đọc thầm bằng mắt thì mắt nó tự đoán, nó bỏ qua luôn chỗ sai. Đọc to lên, cái tai sẽ bắt được ngay."," [calm] Tớ viết nhanh, nên tớ cũng gõ nhầm. [thoughtful] Mà tớ thì đâu biết tên trường cậu, tên cô cậu viết thế nào. [whispers] Đọc thầm bằng mắt thì mắt nó tự đoán, nó bỏ qua luôn chỗ sai. [emphasized] Đọc to lên, cái tai sẽ bắt được ngay.","Đôi mắt lướt qua chữ sai mà không dừng. Rồi cái tai dựng lên, chuông báo kêu đúng ngay chữ ấy.",
5. CHỐT," Hãy nhớ thật kỹ quy tắc 9, và giữ thăng bằng nhé, mình cùng nhau băng qua Quy tắc 10 — quy tắc cuối cùng đấy!"," [emphasized] Hãy nhớ thật kỹ quy tắc 9, và giữ thăng bằng nhé, [excited] mình cùng nhau băng qua Quy tắc 10 — quy tắc cuối cùng đấy!","Poster Quy tắc 9, rồi bumper kết.",
,,,,
,,,,
"QT10 — Bài tập ở trường là của cậu, đừng bắt AKI phải làm nhé!",,,,
1. TÌNH HUỐNG,"(không lời — tiếng dế ri ri)
TIẾNG AKI (chưa thấy hình): HỪMMM... Kỳ lạ nhỉ?
 Các cậu ơi, hãy giúp tớ vụ này!","[thoughtful] HỪMMM... [confused] Kỳ lạ nhỉ?
 [curious] Các cậu ơi, hãy giúp tớ vụ này!","C1 — Tờ bài về nhà điểm 10 đỏ chót bay lên tường, tự đóng khung như một tấm huy chương, lấp lánh.
C2 — Phòng kiểm tra im phăng phắc. Zico ngồi trước tờ giấy trắng, mở nắp đầu mình ra như mở nắp hộp — bên trong tối om, rỗng không. Một con dế nhảy ra, kêu ri ri.
→ mở ra KHUNG HÌNH AKI ",
2. CÂU ĐỐ CỦA AKI," Chuyện là, tối hôm trước Zico gõ cho tớ: AKI làm hộ tớ bài này. Tớ làm ngay, mười điểm luôn. Đố các cậu: hôm sau đi kiểm tra, Zico có làm được không? Bấm chọn đi nào!"," [cheerful] Chuyện là, tối hôm trước Zico gõ cho tớ: AKI làm hộ tớ bài này. [playful] Tớ làm ngay, mười điểm luôn. [curious] Đố các cậu: hôm sau đi kiểm tra, Zico có làm được không? [encouraging] Bấm chọn đi nào!","Trong khung: hai tờ giấy — một tờ 10 điểm, một tờ trắng tinh. Hai nút:
A. Làm được chứ!   B. Không làm được
Đồng hồ đếm ngược 3 giây.",
3. QUY TẮC," Đáp án là B — không làm được! Vì hôm ấy tớ có ngồi cạnh Zico đâu. Lần sau bạn ấy gõ khác đi: AKI giảng cho tớ hiểu vì sao 7 cộng 5 bằng 12. Tớ vẽ que tính — thế là Zico tự làm được luôn.
Bài tập ở trường là của cậu, đừng bắt tớ phải làm nhé! Nhờ tớ GIẢNG thì được. Nhờ tớ LÀM HỘ thì không."," [excited] Đáp án là B — không làm được! [thoughtful] Vì hôm ấy tớ có ngồi cạnh Zico đâu. [encouraging] Lần sau bạn ấy gõ khác đi: AKI giảng cho tớ hiểu vì sao 7 cộng 5 bằng 12. [proud] Tớ vẽ que tính — thế là Zico tự làm được luôn.
[emphasized] Bài tập ở trường là của cậu, đừng bắt tớ phải làm nhé! [deliberate] Nhờ tớ GIẢNG thì được. Nhờ tớ LÀM HỘ thì không.","Hai câu hỏi hiện cạnh nhau, chỉ khác nhau hai từ: LÀM HỘ (gạch chéo) / GIẢNG CHO HIỂU (tích xanh). AKI vẽ que tính, Zico reo A! rồi tự cầm bút. Poster Quy tắc 10.",
4. GIẢI THÍCH," Tớ làm hộ thì tờ giấy được điểm mười, nhưng cái đầu vẫn chưa hiểu. Bài tập giống tập thể dục ấy — tớ tập hộ thì cậu đâu có cao lên được."," [calm] Tớ làm hộ thì tờ giấy được điểm mười, nhưng cái đầu vẫn chưa hiểu. [playful] Bài tập giống tập thể dục ấy — tớ tập hộ thì cậu đâu có cao lên được.","C3 — AKI nâng tạ hộ, Zico đứng nhìn và không lớn thêm chút nào. Rồi Zico tự nâng, và cao vụt lên.",
5. CHỐT," Thế là đủ mười quy tắc rồi đấy! Giờ thì cầm bút lên, ký tên cậu vào bảng Quy tắc của Xưởng nhé. Từ hôm nay, cậu chính thức là thành viên của Xưởng sáng tạo AKID! Hẹn gặp lại ở những bài học tiếp theo nha"," [excited] Thế là đủ mười quy tắc rồi đấy! [encouraging] Giờ thì cầm bút lên, ký tên cậu vào bảng Quy tắc của Xưởng nhé. [proud] Từ hôm nay, cậu chính thức là thành viên của Xưởng sáng tạo AKID! [warm] Hẹn gặp lại ở những bài học tiếp theo nha",Bảng mười quy tắc hiện đủ. Dòng cuối để trống: KÝ TÊN ______. Bàn tay trẻ ký vào. Bumper kết.,
