MODULE 1 — NHÀ THÁM HIỂM AI,,,,,,,
"Cậu tạo được hình ảnh đơn lẻ đúng ý mình. Sản phẩm: cuốn sổ sưu tầm 12–16 hình, dán tay, có bìa và tên. Câu chốt: tả càng rõ, AKI vẽ càng đúng.",,,,,,,
,,,,,,,
PHẦN 1 — TỔNG THỂ,,,,,,,
Bài,Tên bài,Mục tiêu của bài,Kỹ năng trẻ học được,,Trong Xưởng thực hành,Học liệu tạo ra,Trẻ hoàn thành
,6. THỬ THÁCH,5:30–6:30,"Việc của các cậu hôm nay: chọn một con vật, tạo cùng một nội dung theo cả bốn kiểu vẽ. Xong rồi chọn lấy một bức. Rồi nói cho bố mẹ nghe một câu: vì sao các cậu chọn bức đó. Nói bằng miệng cũng được, viết cũng được. Nhưng phải có nhé","[excited] Việc của các cậu hôm nay: [deliberate] chọn một con vật, tạo cùng một nội dung theo cả bốn kiểu vẽ. [calm] Xong rồi chọn lấy một bức. [encouraging] Rồi nói cho bố mẹ nghe một câu: vì sao các cậu chọn bức đó. [gentle] Nói bằng miệng cũng được, viết cũng được. [emphasized] Nhưng phải có nhé","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,
,7. CHỐT + OUTRO,6:30–7:00,"Tả càng rõ, Ây Ai vẽ càng đúng. Mà kiểu vẽ cũng là một điều phải tả nhé. Việc tiếp theo này: tìm trong nhà một bức tranh, một tờ lịch, hoặc một cái bìa sách. Đoán xem nó vẽ theo kiểu gì. Buổi sau là bài cuối của Chương này rồi: Kỹ sư tài ba. Cùng chờ đón bài học tiếp theo nhé! Bái bai","[emphasized] Tả càng rõ, Ây Ai vẽ càng đúng. [deliberate] Mà kiểu vẽ cũng là một điều phải tả nhé. [calm] Việc tiếp theo này: tìm trong nhà một bức tranh, một tờ lịch, hoặc một cái bìa sách. [curious] Đoán xem nó vẽ theo kiểu gì. [excited] Buổi sau là bài cuối của Chương này rồi: Kỹ sư tài ba. [encouraging] Cùng chờ đón bài học tiếp theo nhé! [warm] Bái bai","Mèo AKI chia sẻ 1 mình, Popup Text",,
,,,,,,,
Bài 1.4 — Kỹ sư tài ba,,,,,,,
1.4,1. INTRO,0:00–0:15,"Xưởng sáng tạo Ây ai Kít mở cửa rồi! Xin chào các cậu, tớ là AKI, chú mèo máy thông minh nhì quả đất này. Hôm nay mình cùng đến với bài một chấm bốn: Kỹ sư tài ba.","[excited] Xưởng sáng tạo Ây ai Kít mở cửa rồi! [giggles] Xin chào các cậu, tớ là AKI, chú mèo máy thông minh nhì quả đất này. [cheerful] Hôm nay mình cùng đến với bài một chấm bốn: [proud] Kỹ sư tài ba.","Intro Mèo AIKI mở cửa, và  bắt đầu chia sẻ, có POP UP Text",,
,2. HOOK,0:15–0:50,"Các cậu xem hộ tớ cái này, đây là bức tranh tớ đã từng tạo. Đếm thử ngón tay đi.  1,2,3,4,5, 6. Sáu ngón cơ. Mà tớ tả đúng rồi mà! Bi đã viết là: một bàn tay đang cầm bút. Bấm, bấm lại. (bấm) Vẫn sai. (bấm) Sai. (bấm bấm) Sai nữa! Sai! (dừng, thở ra) Bi bấm năm lần rồi đấy. Hết cả lượt mà chả được cái nào. Các cậu ơi. Bấm lại mãi thế này có phải cách hay không nhỉ? ","[curious] Các cậu xem hộ tớ cái này, đây là bức tranh tớ đã từng tạo. [playful] Đếm thử ngón tay đi.  [deliberate] 1,2,3,4,5, 6. [surprised] Sáu ngón cơ. [confused] Mà tớ tả đúng rồi mà! [deliberate] Bi đã viết là: một bàn tay đang cầm bút. [determined] Bấm, bấm lại. (bấm) [disappointed] Vẫn sai. (bấm) [worried] Sai. (bấm bấm) [dramatic] Sai nữa! Sai! (dừng, thở ra) [sighs] Bi bấm năm lần rồi đấy. [disappointed] Hết cả lượt mà chả được cái nào. [gentle] Các cậu ơi. [curious] Bấm lại mãi thế này có phải cách hay không nhỉ? ", Tình huống,,
,3. XEM MẪU,0:50–2:00,"AKI dẫn các cậu đi xem chỗ này nhé. Tớ gọi nó là Bảo tàng thất bại. Năm bức hỏng. Tớ không giấu đi, tớ treo nó lên. Bức một: hỏng ở đâu?  Tay sáu ngón. Tớ vẽ tay hay sai lắm. Bức hai?  Chữ trên hình sai chính tả. Tớ viết chữ cũng hay sai. Bức ba?  Các cậu tả là đội mũ. Mũ đâu? Không có. Bức bốn?  Các cậu không tả con chim nào cả. Thế mà tớ tự thêm vào ba con. Bức năm?  Nhân vật nhìn ra ngoài, đáng lẽ phải nhìn vào cái bánh. Các cậu để ý chưa: gọi được tên cái lỗi thì mới sửa được nó. Còn không gọi được tên thì chỉ biết bấm lại thôi.","[excited] AKI dẫn các cậu đi xem chỗ này nhé. [dramatic] Tớ gọi nó là Bảo tàng thất bại. [deliberate] Năm bức hỏng. [proud] Tớ không giấu đi, tớ treo nó lên. [curious] Bức một: hỏng ở đâu?  [deliberate] Tay sáu ngón. [sighs] Tớ vẽ tay hay sai lắm. [curious] Bức hai?  [disappointed] Chữ trên hình sai chính tả. Tớ viết chữ cũng hay sai. [curious] Bức ba?  [confused] Các cậu tả là đội mũ. Mũ đâu? Không có. [curious] Bức bốn?  [surprised] Các cậu không tả con chim nào cả. Thế mà tớ tự thêm vào ba con. [curious] Bức năm?  [thoughtful] Nhân vật nhìn ra ngoài, đáng lẽ phải nhìn vào cái bánh. [serious] Các cậu để ý chưa: gọi được tên cái lỗi thì mới sửa được nó. [emphasized] Còn không gọi được tên thì chỉ biết bấm lại thôi.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,
,4. DẠY 1 KỸ NĂNG,2:00–4:00,"Hôm nay học một kỹ năng: SỬA LỜI TẢ hay còn lại là SỬA CÂU LỆNH. Không bấm lại. Ba bước, theo đúng thứ tự này nhé. Bước một: gọi tên cái lỗi. Nói to lên. Mất cái mũ. Thừa ba con chim. Tay sáu ngón. Bước hai: tìm chỗ trong câu tả đã gây ra lỗi đó. Thường là chỗ các cậu bỏ trống. Nhớ bài một chấm một không? Chỗ nào các cậu bỏ trống... Ây Ai sẽ tự điền vào. Đúng rồi đấy. Bước ba: viết thêm cho rõ chỗ đó. Xong xuôi rồi mới bấm tạo. Các cậu nhìn 2 con đường này nhé. Đường bên trái: bấm, sai, bấm, sai, bấm, sai. Hết lượt, về tay không. Đây là đường tớ đi lúc nãy. Đường bên phải: sai, đọc lại câu, sửa một chữ, bấm. Xong. Câu để nhớ: Ây Ai sai thì sửa chữ, đừng bấm nút.","[determined] Hôm nay học một kỹ năng: [emphasized] SỬA LỜI TẢ hay còn lại là SỬA CÂU LỆNH. [serious] Không bấm lại. [deliberate] Ba bước, theo đúng thứ tự này nhé. [emphasized] Bước một: gọi tên cái lỗi. [encouraging] Nói to lên. [deliberate] Mất cái mũ. Thừa ba con chim. Tay sáu ngón. [emphasized] Bước hai: tìm chỗ trong câu tả đã gây ra lỗi đó. [thoughtful] Thường là chỗ các cậu bỏ trống. [curious] Nhớ bài một chấm một không? [whispers] Chỗ nào các cậu bỏ trống... Ây Ai sẽ tự điền vào. [proud] Đúng rồi đấy. [emphasized] Bước ba: viết thêm cho rõ chỗ đó. [calm] Xong xuôi rồi mới bấm tạo. [curious] Các cậu nhìn 2 con đường này nhé. [deliberate] Đường bên trái: bấm, sai, bấm, sai, bấm, sai. [disappointed] Hết lượt, về tay không. [sighs] Đây là đường tớ đi lúc nãy. [determined] Đường bên phải: sai, đọc lại câu, sửa một chữ, bấm. [proud] Xong. [deliberate] Câu để nhớ: [emphasized] Ây Ai sai thì sửa chữ, đừng bấm nút.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,
,5. LÀM CÙNG,4:00–5:30,"Tớ làm thật cho các cậu xem, với bức tay sáu ngón lúc nãy nhé. Bước một, gọi tên lỗi: tay có sáu ngón. Bước hai, tìm chỗ trong câu tả. Các cậu viết là: một bàn tay đang cầm bút. Có nói gì về ngón tay không?  Không. Bỏ trống. Nên tớ tự điền, và tớ điền sai. Bước ba, viết thêm. Một bàn tay NĂM NGÓN đang cầm bút chì, NHÌN NGHIÊNG. Bấm. Một lần thôi nhé. Đấy. Một lần. Hôm nay tớ chỉ tiêu đúng một lượt.","[determined] Tớ làm thật cho các cậu xem, với bức tay sáu ngón lúc nãy nhé. [deliberate] Bước một, gọi tên lỗi: tay có sáu ngón. [deliberate] Bước hai, tìm chỗ trong câu tả. [calm] Các cậu viết là: một bàn tay đang cầm bút. [curious] Có nói gì về ngón tay không?  [serious] Không. [emphasized] Bỏ trống. [sighs] Nên tớ tự điền, và tớ điền sai. [deliberate] Bước ba, viết thêm. [emphasized] Một bàn tay NĂM NGÓN đang cầm bút chì, NHÌN NGHIÊNG. [excited] Bấm. [playful] Một lần thôi nhé. [proud] Đấy. [emphasized] Một lần. [cheerful] Hôm nay tớ chỉ tiêu đúng một lượt.","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,
,6. THỬ THÁCH,5:30–6:30,"Việc hôm nay có hai phần nhé. Phần một: mở lại ba bài trước, tìm lấy một bức hỏng của các cậu. Chắc chắn có, ai chả có. Viết một câu chú thích hoặc chia sẻ với bố mẹ: bức này hỏng vì sao. Một bức hỏng mà có chú thích còn giá trị hơn một bức đẹp mà không hiểu vì sao nó đẹp đấy. Phần hai: sửa lời tả của bức đó rồi tạo lại một bản đúng. Như vậy là chúng ta đã xong 4 bài học đầu tiên, các cậu có thể gửi cho bố mẹ các hình mà cậu đã tạo được, nhờ bố mẹ in ra, và dán vào cuốn sổ tay nhé. Giống như Nhật ký học Ây Ai đầu đời vậy đó. ","[excited] Việc hôm nay có hai phần nhé. [deliberate] Phần một: mở lại ba bài trước, tìm lấy một bức hỏng của các cậu. [playful] Chắc chắn có, ai chả có. [encouraging] Viết một câu chú thích hoặc chia sẻ với bố mẹ: bức này hỏng vì sao. [warm] Một bức hỏng mà có chú thích còn giá trị hơn một bức đẹp mà không hiểu vì sao nó đẹp đấy. [deliberate] Phần hai: sửa lời tả của bức đó rồi tạo lại một bản đúng. [proud] Như vậy là chúng ta đã xong 4 bài học đầu tiên, các cậu có thể gửi cho bố mẹ các hình mà cậu đã tạo được, nhờ bố mẹ in ra, và dán vào cuốn sổ tay nhé. [warm] Giống như Nhật ký học Ây Ai đầu đời vậy đó. ","Mèo AKI chia sẻ, diễn hoạt bảng trắng",,
,7. CHỐT + OUTRO,6:30–7:00,"Tả càng rõ, Ây Ai vẽ càng đúng. Mà khi Ây Ai vẽ sai thì sửa chữ, đừng bấm nút nhé. Việc ngoài màn hình: mang thành tích đi khoe cả nhà. Nhớ mở những hình lỗi và kể xem bức đó hỏng vì sao nhé. Chỗ đó mới là chỗ hay đấy. Chương tiếp theo mình sẽ không làm từng hình lẻ nữa. Mình sẽ làm hẳn một bức tranh, treo lên tường được cơ. Tớ chờ các cậu! Bái bai","[emphasized] Tả càng rõ, Ây Ai vẽ càng đúng. [determined] Mà khi Ây Ai vẽ sai thì sửa chữ, đừng bấm nút nhé. [cheerful] Việc ngoài màn hình: mang thành tích đi khoe cả nhà. [encouraging] Nhớ mở những hình lỗi và kể xem bức đó hỏng vì sao nhé. [warm] Chỗ đó mới là chỗ hay đấy. [curious] Chương tiếp theo mình sẽ không làm từng hình lẻ nữa. [excited] Mình sẽ làm hẳn một bức tranh, treo lên tường được cơ. [warm] Tớ chờ các cậu! [cheerful] Bái bai","Mèo AKI chia sẻ 1 mình, Popup Text",,
